name_other,name_cmc,ticker_symbol_cmc,ico_successful,soft_cap,hard_cap,cap_unit,cap_includes_presale,token_type,number_of_contributors,crowdsale_tokens_sold,total_number_of_tokens,token_standard,additional_token_emissions,crowdsale_token_price_min,crowdsale_token_price_max,crowdsale_actual_token_price_max,Crowdsale is auction,Has a presale,presale_tokens_sold,presale_token_price_min,presale_token_price_max,Development road map available,Whitepaper page count,Product or prototype developed,Product can be tried out,Years since foundation,Issuer has customers for product,Business model available,Utility token enables decentralization,Smart contract code available,Project code available,Use of proceeds mentioned,Use of proceeds disclosed in detail,Token share team (ex ante),Token share crowdsale investors (ex ante),Token share presale investors (ex ante),Token share producers/miners (ex ante),Unsold tokens 'burnt' or proportional allocation,Unsold tokens kept by issuer,Unsold tokens locked up,Lock up period unsold tokens (years),Team lockup period (weighted avg.),Presale lockup period (weighted avg.),vc_support_general,vc_support_blockchain_specialist,Investors have governance rights,Team size,Experienced team,Team member with business background,advisor_quality,legal_structure,registration_country,address,Independent custodian for ICO funds,portfolio_converted_into_fiat,Funding milestones,Qualified investors only,Simple agreement for future tokens (SAFT),KYC/AML procedure,US retail investors excluded,Investors from other (non-US) jurisdictions excluded,Legal advisor disclosed,Financial advisor disclosed,air_drop_after_ICO ,industry,ethereum_contract_address,ico_start_date,ico_end_date_planned,ico_end_date_actual,Amount raised in presale (USDm),Amount raised in crowdsale (USDm),Total amount raised (USDm),Total amount raised (USDm),BTC_ret_ico_period,Presale discount (%),Fundraiser has maximum ('hard cap'),Fundraiser has minimum ('soft cap'),soft_cap_unit,hard_cap_unit,Percentage of hard cap raised (%),pct_of_crowdsale_target_raised,price_presale_avg,price_presale,price_crowdsale_avg,price_crowdsale,Crowdsale max. discount (%),US_qualified_only,Team business background missing,Team experience missing,average_discount,Team tokens locked up,Presale tokens locked up,issued_on_other_platf,Legal form and jurisdiction known,Postal address known,Registered in offshore financial center,switzerland,is_ethereum,Is cryptographic token,Has VC backing,has_generalist_vc,has_specialist_vc,Unknown or low quality advisors,High quality advisory team,Token supply is fixed,Token share crowdsale investors (ex post),post_money_val_crowdsale,Celebrity endorsement,Is a security,Is a utility token,token_is_cryptocurrency,token_is_new_blockchain,Is currency or general purpose blockchain,Decentralised platform,Legal entity is foundation,Legal entity is corporation,Legal entity is LLC,Legal entity is corporation or LLC,"Length of crowdsale (calendar days, actual)","Length of crowdsale (calendar days, planned)",lock_up_period_team_ep,presale_transparent,industry,(first) date,Time to listing (calendar days)
Kik,Kin,KIN,1,50000000,111225981,tokens,0,Cryptocurrency,10000,405582184529,10000000000000,ERC-20,0,0,0,0,0,1,488000000000,0,0,0,28,0,0,8,0,1,,0,0,0,0,1,0,0,0,0,1,0,0,4,,No,Blockchain Capital; Pantera Capital,0,20,1,1,low,joint-stock corporation,Canada,"KIK Interactive Inc., 420 WEBER STREET NORTH, SUITE 1, WATERLOO ON N2L 4E7, Canada ",0,0,0,0,0,1,0,1,0,0,0,Blockchain Infrastructure,0x818fc6c2ec5986bc6e2cbf00939d90556ab12ce5,9/12/17,9/26/17,9/26/17,50,49,99,99,0,30,1,0,tokens,tokens,89,79,0,0,0,0,0,0,0,0,8,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1196,0,0,0,1,0,1,1,0,1,0,1,15,15,4,1,Blockchain Infrastructure,9/27/17,1
Komodo,Komodo,KMD,1,0,21930900,BTC,1,New Blockchain,,90000000,100000000,No,1,0,0,0,1,0,,,,0,7,0,0,0,0,0,,,1,0,0,0,1,0,0,1,0,,,,,No,No,0,,0,0,unknown,unknown,unknown,unknown,0,0,0,0,0,0,0,0,0,0,0,Blockchain Infrastructure,not applicable,10/15/16,11/20/16,11/20/16,0,,0,,0,,1,0,BTC,BTC,,,,,,0,20,0,1,1,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,1,1,1,0,0,0,,37,37,,1,Blockchain Infrastructure,2/5/17,77
Kyber Network,Kyber Network,KNC,1,0,58700000,ETH,1,Utility-token,25000,57568200,226000000,ERC-20,0,0,0,0,0,1,80427400,,,1,19,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,,,1,,No,Pantera Capital; Kenetic Capital,0,7,0,0,high,joint-stock corporation,Singapore,6 EU TONG SEN STREET #09-16 THE CENTRAL SINGAPORE 059817,0,0,0,0,0,1,0,1,0,0,0,Trading & Exchanges,0xdd974d5c2e2928dea5f71b9825b8b646686bd200,9/15/17,9/16/17,9/18/17,31,28,59,59,0,,1,0,ETH,ETH,100,100,,,0,0,0,0,0,0,13,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,111,0,0,1,0,0,0,1,0,1,0,1,4,2,1,1,Trading & Exchanges,9/24/17,6
Lamden,Lamden,TAU,1,0,10000000,USD,1,New Blockchain,,244072645,500000000,ERC-20,0,0,0,0,0,1,99119393,0,0,1,13,0,0,0,0,1,,0,0,1,0,0,0,0,0,1,0,,,,,No,No,0,5,0,0,high,limited liability partnership,Switzerland,"rue de Lausanne 37, 1201 Genève",0,0,0,0,0,0,1,1,0,0,0,Blockchain Infrastructure,0xc27a2f05fa577a83ba0fdb4c38443c0718356501,10/27/17,2/15/18,1/4/18,,25,25,,1,18,1,0,USD,USD,,,0,0,0,0,0,0,1,1,29,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,50,0,0,0,0,1,1,1,0,0,1,1,70,112,,0,Blockchain Infrastructure,1/8/18,4
Latium,LatiumX,LATX,1,0,93265200,tokens,1,Utility-token,,79269450,300000000,ERC-20,0,0,1,1,0,1,100730550,0,0,1,19,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,,,0,,No,No,0,10,0,1,low,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,1,0,0,Marketplaces,0x2f85e502a988af76f7ee6d83b7db8d6c0a823bf9,11/15/17,3/1/18,1/18/18,10,7,17,17,0,80,1,0,tokens,tokens,18,8,0,0,0,0,5,0,0,1,82,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,26,1,0,1,0,0,0,1,0,1,0,1,65,107,0,1,Marketplaces,3/21/18,62
LATOKEN,LATOKEN,LA,1,0,75567240,tokens,0,Security,,,400000000,ERC-20,1,0,0,0,0,1,,0,0,1,40,1,1,4,1,1,,1,1,1,0,1,,,0,0,1,0,0,,,No,No,0,22,1,1,high,joint-stock corporation,Cayman Islands,"LAT Foundation Limited, P.O. Box 10008/ Willow House/ Cricket Square, Grand Cayman, KY1-1001/ Cayman Islands",0,1,0,1,0,1,0,1,1,1,0,Finance,0xe50365f5d679cb98a1dd62d6f6e58e59321bcddf,8/22/17,10/10/17,10/10/17,,,,,0,43,1,0,tokens,tokens,,,0,0,,0,29,0,0,0,,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,,,0,1,0,0,0,0,1,0,1,0,1,50,50,,0,Finance,10/25/17,15
LeadCoin (LDC),Leadcoin,LDC,1,0,50000000,USD,1,Utility-token,,,2627412706,ERC-20,0,0,0,0,0,1,,,,1,55,0,0,0,0,1,1,1,0,1,0,1,,,0,0,1,,0,,,No,No,0,14,1,1,low,joint-stock corporation,Gibraltar,unknown,0,0,0,0,0,1,1,1,1,1,0,Commerce & Advertising,0x5102791ca02fc3595398400bfe0e33d7b6c82267,3/1/18,3/11/18,3/1/18,,,,,0,,1,0,USD,USD,,,,,0,0,0,0,0,0,,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,1,0,1,1,11,,0,Commerce & Advertising,3/12/18,11
Leverj,Leverj,LEV,1,0,57145333,tokens,1,Utility-token,,3351451,1000000000,ERC-20,0,0,0,0,0,1,153351451,0,0,1,29,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,6,1,,No,No,0,6,1,0,low,unknown,Seychelles,"Suite #9, Anusuya Estate, Revolution Avenue, Victoria",0,0,0,0,0,0,1,1,1,0,1,Trading & Exchanges,0x0f4ca92660efad97a9a70cb0fe969c755439772c,11/7/17,12/6/17,12/6/17,14,,14,,1,35,1,0,tokens,tokens,,,0,0,0,0,0,0,0,0,36,1,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,,0,0,1,0,0,0,1,0,0,0,,30,30,2,1,Trading & Exchanges,1/12/18,37
Lisk,Lisk,LSK,1,0,,tokens,1,New Blockchain,,85000000,100000000,No,1,0,0,0,1,0,,,,0,,1,1,0,0,0,,,1,0,0,0,1,0,0,1,0,,,,,No,No,0,2,0,0,low,unknown,unknown,unknown,1,0,1,0,0,0,0,0,1,0,0,Blockchain Infrastructure,not applicable,2/22/16,3/21/16,3/21/16,0,6,6,6,0,,0,0,tokens,tokens,,,,,0,0,13,0,0,0,3,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,1,1,1,0,0,0,,29,29,,1,Blockchain Infrastructure,4/6/16,16
LOCIcoin,LOCIcoin,LOCI,1,0,19000000,USD,1,Utility-token,,,100000000,ERC-20,0,0,1,1,0,1,4386468,0,0,1,32,1,1,9,1,1,1,1,0,1,0,1,0,0,0,0,1,1,3,1,,Edison Partners; Center for Innovative Technology; Torian Capital,No,0,17,1,1,neutral,joint-stock corporation,United States,"Loci, Inc., 12110 Sunset Hills Rd, #600, 20190 Reston, VIRGINIA",0,0,0,0,0,0,1,1,0,1,0,Search,0x9c23d67aea7b95d80942e3836bcdf7e708a747c2,8/6/17,12/31/17,12/31/17,1,,1,,1,67,1,0,USD,USD,,,0,0,,1,56,1,0,0,,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,,,0,0,1,0,0,0,1,0,1,0,1,148,148,,1,Search,2/10/18,41
Loopring,Loopring,LRC,1,15113500,36272400,ETH,1,Utility-token,,614436129,1395076055,ERC-20,1,0,0,0,0,1,83101898,,,1,12,1,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,1,3,3,1,No,No,1,12,0,0,high,unknown,unknown,unknown,0,0,0,0,0,1,1,1,0,0,1,Trading & Exchanges,0xef68e7c694f40c8202821edf525de3782458639f,8/1/17,8/31/17,8/16/17,,36,36,,0,,1,1,ETH,ETH,,,,,0,0,17,0,0,0,14,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,82,0,0,1,0,0,0,1,0,0,0,,16,31,3,0,Trading & Exchanges,8/30/17,14
Lunyr,Lunyr,LUN,1,1754000,17540000,ETH,1,Utility-token,,2108618,2703356,ERC-20,1,2,2,2,0,0,,,,1,21,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,,,0,,No,No,0,3,1,1,neutral,joint-stock corporation,United States,"Lunyr Inc., 2040 Martin Ave, Santa Clara, CA 95050",0,0,0,0,0,0,0,0,1,0,0,Content Management,0xfa05a73ffe78ef8f1a739473e462c54bae6567d9,3/29/17,4/27/17,4/28/17,0,3,3,3,0,,1,1,ETH,ETH,19,19,,,2,2,0,0,0,0,0,1,,1,1,1,0,0,1,1,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,1,0,1,31,30,0,1,Content Management,5/1/17,3
Lykke,Lykke,LKK,1,1604294,3133970,tokens,0,Security,,23226753,1285690000,No,0,0,0,0,0,1,,,0,1,19,1,1,3,1,1,,,1,0,0,,0,,0,0,1,0,0,,,No,No,1,15,1,1,unknown,joint-stock corporation,Switzerland,"Lykke Corp AG, Baarerstrasse 2, 6300 Zug",0,0,0,0,0,1,0,0,0,0,0,Trading & Exchanges,not applicable,9/13/16,10/11/16,10/10/16,2,1,3,3,0,,1,0,tokens,tokens,89,77,,,0,0,0,0,0,0,,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,66,0,1,0,0,0,0,0,0,1,0,1,28,29,,0,Trading & Exchanges,11/14/16,35
Lympo (LYM),Lympo,LYM,1,3207000,13897000,tokens,1,Utility-token,,650000000,999999999,ERC-20,0,0,0,0,0,1,265000000,0,0,1,29,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,,,1,,No,No,1,11,0,1,high,joint-stock corporation,Estonia,"Latgala OÜ, located at Tornimäe 5, Tallinn 10145, Es",0,0,0,0,0,1,1,1,1,0,0,Health,0x57ad67acf9bf015e4820fbd66ea1a21bed8852ec,2/17/18,2/27/18,2/28/18,4,14,18,18,0,33,1,1,tokens,tokens,131,100,0,0,0,0,0,0,0,0,7,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,21,0,0,1,0,0,0,1,0,1,0,1,12,11,1,1,Health,3/1/18,1
Maecenas,Maecenas,ART,1,3000000,20000000,USD,1,Utility-token,1764,24357120,100000000,ERC-20,0,1,1,1,0,0,,,,1,19,0,0,3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,,Polytech ecosystem venures,Pantera Capital,0,8,1,1,high,limited liability partnership,United Kingdom,"10 John Street,  London, United Kingdom, WC1N 2EB",0,0,0,0,0,0,1,1,0,1,0,Art & Music,0xfec0cf7fe078a500abf15f1284958f22049c2c7e,9/5/17,10/5/17,10/7/17,0,15,15,15,0,,1,1,USD,USD,77,77,,,1,1,0,0,0,0,2,1,,1,1,1,0,0,1,1,1,1,1,0,1,1,0,63,0,0,1,0,0,0,0,0,0,1,1,33,31,1,1,Art & Music,10/18/17,11
Matchpool,Matchpool,GUP,1,0,5580000,ETH,1,Utility-token,,60000000,100000000,ERC-20,0,0,0,0,0,0,,,,1,10,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,,,1,,No,No,0,6,0,1,neutral,limited liability partnership,Switzerland,"Matchpool GmbH,    c/o Sielva Management SA, Gubelstrasse 11, 6300 Zug",1,0,1,0,0,0,0,0,1,1,0,Social Networks,0xf7b098298f7c69fc14610bf71d5e02c60792894c,4/1/17,4/29/17,4/4/17,0,6,6,6,0,,1,0,ETH,ETH,100,100,,,0,0,25,0,0,1,25,1,,1,1,1,0,1,1,1,0,0,0,0,0,1,1,9,0,0,1,0,0,0,0,0,0,1,1,4,29,1,1,Social Networks,4/11/17,7
Matryx,Matryx,MTX,1,0,59410260,ETH,1,Utility-token,,,34432386,ERC-20,0,0,0,0,0,1,,0,0,0,8,0,0,1,0,0,1,1,0,0,0,0,,,0,1,0,,,,,No,No,0,7,0,0,high,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,1,Video Games & VR,0x0af44e2784637218dd1d32a322d44e603a8f0c6a,9/13/17,10/13/17,11/20/17,,,,,1,38,1,0,ETH,ETH,,,,0,,0,23,0,1,0,,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,,,0,0,1,0,0,0,1,0,1,0,1,69,31,,0,Video Games & VR,1/2/18,43
MCAP,MCAP,MCAP,1,4077740,,BTC,1,Security,,,100000000,ERC-20,0,3,4,,0,0,,,,0,18,1,0,0,0,1,,0,0,1,0,,,0,0,0,1,0,0,,,No,No,0,,0,0,unknown,unknown,unknown,not applicable,0,0,0,0,0,1,0,0,0,0,0,Finance,0x93e682107d1e9defb0b5ee701c71707a4b2e46bc,4/27/17,5/27/17,5/27/17,0,17,17,17,0,,1,1,BTC,BTC,,,,,,4,20,0,1,1,,0,,1,0,1,0,0,1,1,0,0,0,1,0,1,,,0,1,0,0,0,0,0,0,0,0,,31,31,,1,Finance,5/30/17,3
MediBloc,MediBloc [QRC20],MED,1,0,76350000,tokens,1,Utility-token,,,10000000000,"QTUM,ERC-20",0,0,0,0,0,1,,0,0,1,30,0,0,1,0,1,0,1,1,1,0,1,,,0,1,0,,,,,No,No,0,10,1,1,high,joint-stock corporation,Gibraltar,"Gibraltar, Suite 23, Portland House, Glacis ",0,0,0,0,0,1,1,1,0,0,0,Drugs & Healthcare,not applicable,11/18/17,12/15/17,12/15/17,,,,,1,9,1,0,tokens,tokens,,,,0,0,0,0,1,0,0,,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,,,0,0,1,0,0,0,0,0,1,0,1,28,28,,0,Drugs & Healthcare,12/22/17,7
Medicalchain,Medicalchain,MTN,1,0,24000000,USD,1,Utility-token,,16000000,500000000,ERC-20,0,0,0,0,0,1,159000000,0,0,1,42,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,3,,No,No,0,15,1,1,neutral,joint-stock corporation,United Kingdom,"20-22 Wenlock Road, London, England, N1 7GU",0,0,0,0,0,1,1,0,1,1,1,Drugs & Healthcare,0x41dbecc1cdc5517c6f76f6a6e836adbee2754de3,1/31/18,,2/28/18,20,4,24,24,0,60,1,0,USD,USD,100,100,0,0,0,0,0,0,0,0,45,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,125,0,0,1,0,0,0,1,0,1,0,1,29,,3,1,Drugs & Healthcare,2/3/18,-25
Melonport,Melon,MLN,1,0,2907000,tokens,1,Utility-token,,500000,1250000,ERC-20,1,6,6,6,0,0,,,,1,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,,,No,No,0,3,0,0,neutral,joint-stock corporation,Switzerland,"Lotenbach 7, 6318 Walchwil",0,0,0,0,0,0,1,0,1,1,0,Finance,0xbeb9ef514a379b997e0798fdcc901ee474b6d9a1,2/15/17,3/15/17,2/15/17,0,3,3,3,0,,1,0,tokens,tokens,100,100,,,6,6,0,0,0,0,0,0,,1,1,1,0,1,1,1,0,0,0,0,0,0,0,7,0,0,1,0,0,0,1,0,1,0,1,1,29,,1,Finance,2/22/17,7
Mercury Protocol,Mercury Protocol,GMT,1,6784429,24000000,tokens;USD,1,Utility-token,1840,198653000,1000000000,ERC-20,0,0,0,0,0,0,,,,1,17,1,1,3,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,,,No,No,1,15,0,1,neutral,limited liability partnership,United States,unknown,0,0,0,0,0,1,0,1,0,0,0,Communications,0xb3bd49e28f8f832b8d1e246106991e546c323502,10/25/17,11/24/17,11/24/17,0,10,10,10,0,,1,1,tokens,USD,44,44,,,0,0,0,0,0,1,22,0,,1,1,0,0,0,1,1,0,0,0,0,0,1,0,53,0,0,1,0,0,0,1,0,0,1,1,31,31,,1,Communications,10/26/17,-29
MicroMoney,MicroMoney,AMM,1,1000000,30000000,USD,1,Cryptocurrency,,12169174,17422798,ERC-20,0,1,1,1,0,1,5253624,1,1,1,76,1,1,2,1,1,,1,1,1,0,0,1,0,0,1,0,0,,,,No,No,0,13,1,0,high,joint-stock corporation,Singapore,"Ofce 18 Sin Ming Lane, #08-06, Midview City, Singapore (573960)",0,0,0,0,0,0,1,0,0,0,0,Finance,0x8b1f49491477e0fb46a29fef53f1ea320d13c349,10/15/17,11/18/17,11/18/17,3,11,14,14,0,43,1,1,USD,USD,45,39,1,1,1,1,25,0,0,0,22,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,15,0,0,0,1,0,1,1,0,1,0,1,35,35,,1,Finance,12/18/17,30
MiniApps,,,1,1653640000,82682000,USD;ETH,1,Utility-token,,449200,1248964,ERC-223,1,8,8,8,0,1,175282,7,7,1,49,1,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,,,,,No,No,0,12,1,1,neutral,joint-stock corporation,United States,"Picosoft Inc. 3803 MOUNT BONNELL RD AUSTIN, TX 78731-5732",0,0,0,0,0,1,0,0,0,0,0,Blockchain Infrastructure,0x0f587d0b7b1c1ef68b432936b75c4d6c4d12b647,10/18/17,12/19/17,12/19/17,1,3,4,4,1,15,1,1,USD,ETH,5,4,7,7,8,8,7,0,0,0,24,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,0,1,63,63,,1,Blockchain Infrastructure,,
Mirocana,,,1,1336141,50945341,ETH,0,Utility-token,,,200000000,ERC-20,0,1,1,1,0,1,,1,1,1,26,0,0,3,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,,,No,No,0,8,0,0,neutral,joint-stock corporation,Estonia,"Mirocana Company OÜ, Harju maakond, Tallinn, Nõmme linnaosa, Rännaku pst 12, 10917 ",0,0,0,1,1,0,0,1,0,0,0,Finance,0x0168703872fa06741ecaa9dff7803168e83f7ae0,11/19/17,12/19/17,12/19/17,1,2,3,3,1,33,1,0,ETH,ETH,6,3,,1,,1,26,0,0,0,,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,,,0,0,1,0,0,0,0,0,1,0,1,31,31,,0,Finance,,
MobileGo,MobileGo,MGO,1,0,,USD,1,Utility-token,,70000000,100000000,"ERC-20,Waves",0,,,,1,0,,,,0,32,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,,,,,No,No,0,,1,1,low,joint-stock corporation,United States,unknown,0,0,0,0,0,0,0,0,0,0,0,Video Games & VR,0x40395044ac3c0c57051906da938b54bd6557f212,4/25/17,5/24/17,5/24/17,0,53,53,53,1,,0,0,USD,USD,,,,,,,,0,0,0,,0,,1,1,0,0,0,1,1,0,0,0,1,0,1,1,76,0,0,1,0,0,0,0,0,1,0,1,30,30,,1,Video Games & VR,6/11/17,18
Mobius,Mobius,MOBI,1,0,39000000,USD,1,New Blockchain,,8888888,888000000,Stellar,0,1,1,1,0,1,301911112,0,0,1,38,1,1,0,0,0,,0,0,0,0,1,0,0,0,0,1,0,0,0,,Camp One Ventures,Nirvana Capital,0,3,0,0,medium,joint-stock corporation,Cayman Islands,"George Town, Cayman Islands",0,0,0,0,0,1,1,0,1,0,0,Communications,not applicable,1/18/18,1/19/18,1/18/18,30,9,39,39,0,90,1,0,USD,USD,100,100,0,0,1,1,0,0,0,0,88,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,852,0,0,0,0,1,1,1,0,1,0,1,1,2,0,1,Communications,1/20/18,2
Modum,Modum,MOD,1,1050000,16350000,tokens,0,Security,4150,18000000,30000000,ERC-20,0,1,1,1,0,1,2100000,1,1,1,20,1,1,1,0,0,,1,1,1,0,0,1,0,0,0,1,0,0,,,No,No,1,19,1,0,high,joint-stock corporation,Switzerland,"Technoparkstrasse 1 ,8005  Zurich",0,0,1,0,0,1,1,1,0,0,0,Drugs & Healthcare,0x957c30ab0426e0c93cd8241e2c60392d08c6ac8e,9/1/17,9/22/17,9/22/17,1,14,15,15,0,41,1,0,tokens,tokens,89,88,1,1,1,1,18,0,0,0,15,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,23,0,1,0,0,0,0,0,0,1,0,1,22,22,,1,Drugs & Healthcare,10/23/17,31
Monaco,MCO,MCO,1,1857300,330186336,ETH,1,Cryptocurrency,,9476400,31588000,ERC-20,0,2,4,3,0,0,,,,0,32,1,0,0,0,1,,0,0,1,0,1,0,0,0,1,0,,,0,,No,No,0,4,1,1,high,limited liability partnership,Switzerland,"c/o STAX AG Bahnhofstrasse 21, 6300 Zoug",0,0,0,0,0,0,1,1,0,0,0,Payments,0xb63b606ac810a52cca15e44bb630fd42d8d1d83d,5/18/17,6/17/17,6/18/17,0,27,27,27,0,,1,1,ETH,ETH,8,8,,,3,3,33,0,0,0,25,1,,1,1,1,0,1,1,1,0,0,0,0,1,1,0,88,0,0,0,1,0,1,1,0,0,1,1,32,31,0,1,Payments,7/3/17,15
Monetha,Monetha,MTH,1,8440880,28638700,ETH,1,Utility-token,2200,201200000,402400000,ERC-20,0,0,0,0,0,0,,,,1,47,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,,,1,,No,No,0,10,1,1,high,limited liability partnership,Switzerland,"Baarerstrasse 10, 6302 Zug",0,0,0,0,0,0,0,0,1,1,0,Payments,0xaf4dce16da2877f8c9e00544c93b62ac40631f16,8/28/17,8/28/17,9/30/17,0,29,29,29,0,,1,1,ETH,ETH,100,100,,,0,0,17,0,0,0,6,1,,1,1,1,0,1,1,1,0,0,0,0,1,1,1,57,0,0,1,0,0,0,0,0,0,1,1,34,1,1,1,Payments,9/6/17,-24
Moria (MOR),,,1,5000000,30000000,USD,1,Security,,,51551579,ERC-20,0,,,1,0,1,,,1,0,27,1,0,0,0,1,,1,0,1,1,,,,0,1,0,,,,,No,No,0,5,1,1,neutral,limited liability partnership,United States,"GS Mining Company, LLC 8549 Wilshire Blvd., Suite 507 Beverly Hills, California 90211",0,0,0,0,0,1,1,0,0,1,0,Commodities,unknown,2/1/18,2/25/18,2/25/18,6,,6,,0,,1,1,USD,USD,,,,,,,,1,0,0,,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,,,0,1,0,0,0,0,0,0,0,1,1,25,25,,0,Commodities,,
Mothership,Mothership,MSP,1,1585550,4994483,tokens,1,Utility-token,1436,154480774,196767206,ERC-20,0,0,0,0,0,1,20000000,,,1,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,,No,No,0,5,1,0,unknown,joint-stock corporation,Estonia,"Mothership Foundation OÜ Narva mnt 5, Tallinn, 10117",0,0,0,0,0,1,1,0,0,0,0,Trading & Exchanges,0x68aa3f232da9bdc2343465545794ef3eea5209bd,7/7/17,7/15/17,7/28/17,,5,5,,0,,1,1,tokens,tokens,,,,,0,0,5,0,0,0,14,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,6,0,0,1,0,0,0,0,0,1,0,1,22,9,,0,Trading & Exchanges,7/28/17,0
Musiconomi,Musiconomi,MCI,1,3000000,6000000,USD,1,Utility-token,,25000000,100000000,ERC-20,0,0,0,0,0,0,,,,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,,No,No,0,6,1,0,unknown,unknown,Cayman Islands,unknown,0,0,0,0,0,1,1,1,1,1,0,Content Management,0x138a8752093f4f9a79aaedf48d4b9248fab93c9c,8/29/17,8/31/17,9/28/17,0,5,5,5,0,,1,1,USD,USD,88,88,,,0,0,0,0,0,0,12,1,,1,0,0,1,0,1,1,0,0,0,1,0,1,0,21,0,0,1,0,0,0,1,0,0,0,,31,3,0,1,Content Management,10/27/17,29
MyBit Token,MyBit Token,MYB,1,0,8973025,ETH,0,Security,,2077305,5000000,ERC-20,0,3,3,3,0,1,,,,1,16,0,0,1,0,1,,1,0,0,0,0,1,0,0,0,1,0,0,,,No,No,0,6,0,0,neutal,foundation,Switzerland,"Dammstrasse 16, 6300 Zug",0,0,0,0,0,0,0,0,0,0,0,Finance,0x5d60d8d7ef6d37e16ebabc324de3be57f135e0bc,7/27/17,8/26/17,8/26/17,,3,3,,0,,1,0,ETH,ETH,,,,,2,2,25,0,0,0,,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,1,0,0,0,31,31,,0,Finance,8/19/17,-7
Mysterium,Mysterium,MYST,1,2109851,15759276,CHF,0,Utility-token,,,32433366,ERC-20,0,1,1,1,0,1,,0,0,0,32,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,,,1,1,No,No,0,8,0,1,unknown,unknown,Switzerland,unknown,0,0,0,0,0,0,0,0,0,0,0,Privacy & Security,0xa645264c5603e96c3b0b078cdab68733794b0a71,5/30/17,6/13/17,5/30/17,1,16,17,17,0,80,1,1,CHF,CHF,110,100,0,0,,1,17,0,0,1,,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,,,0,0,1,0,0,0,1,0,0,0,,1,15,1,0,Privacy & Security,6/14/17,15
NAGA,NAGA,NGC,1,45000000,215000000,USD,0,Utility-token,,50020960,77910266,ERC-20,0,1,1,1,0,1,18500000,1,1,1,79,1,1,3,1,1,0,1,0,1,0,0,1,0,0,1,0,,,0,,No,No,0,26,1,1,high,joint-stock corporation,Germany,"Herrengraben 31, Hamburg 20459",0,0,0,0,0,1,1,1,1,1,0,Payments,0x72dd4b6bd852a3aa172be4d6c5a6dbec588cf131,11/19/17,12/15/17,12/15/17,15,50,65,65,1,30,1,1,USD,USD,30,25,1,1,1,1,0,0,0,0,5,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,78,0,0,1,0,0,0,0,0,1,0,1,27,27,0,1,Payments,12/23/17,8
